wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConv,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cIrFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConv,UnrolledInputImplicitInPaddingConv,UnrolledInputExplicitOutPaddingConv,UnrolledInputExplicitPaddingConv,PartiallyUnrolledInputImplicitInPaddingConv,VirtuallyUnrolledInputExplicitOutPaddingConv,VirtuallyUnrolledInputExplicitPaddingConv
512,3,3,3,16,16,2,2,46.6667,2.58718,2.32273,2.33953,2.5325, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,32,16,16,2,2,20.26,1.75614,1.48971,1.73793,1.74655, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,32,16,16,2,2,39.1333,3.00882,2.90286,2.73514,2.99706, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,32,16,16,2,2,77.65,5.375,5.215,5.78333,5.92353, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,32,16,16,2,2,157,11.4444,11.3222,10.25,9.35455, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,32,16,16,2,2,313.1,21.14,21.54,20.1,19.0667, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,64,16,16,2,2,37,3.48276,3.46897,3.78519,3.78519, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,64,16,16,2,2,74.3,5.27895,6.08235,6.4125,6.26875, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,64,16,16,2,2,148,11.2333,11.21,10.0818,9.9, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,64,16,16,2,2,294.7,21.26,20.5,20.35,20.0833, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,64,16,16,2,2,596,35.7667,40.1667,40.0667,39.9333, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,128,16,16,2,2,71.35,6.7125,6.31765,6.31875,7.23571, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,128,16,16,2,2,141.9,10.03,11.4778,11.9556,11.7556, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,128,16,16,2,2,287.2,20.0167,20.6167,20.3,20.4167, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,128,16,16,2,2,582.2,38.5,41.5,40.6333,40.4667, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,128,16,16,2,2,1167.5,79.9,79.65,76.5,77.15, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,256,16,16,2,2,142.2,11.7333,12.1667,12.7625,13.5875, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,256,16,16,2,2,288.9,23.12,22.74,22.58,22.7, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,256,16,16,2,2,571,40.0333,39.8667,42.1333,41.5333, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,256,16,16,2,2,1143.7,78.6,83.1,78.45,77.45, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,256,16,16,2,2,2354.3,151.4,165.1,151.7,151.3, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,512,16,16,2,2,299.1,23.74,24.54,25.46,25.74, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,512,16,16,2,2,589.3,44.8667,43.9667,44.9333,43.7, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,512,16,16,2,2,1168.6,81.45,87.7,80.2,80.6, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,512,16,16,2,2,2313.6,157.4,159.7,159.9,153.6, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,512,16,16,2,2,4571.2,303.5,314.4,301.5,311.2, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,3,32,32,2,2,11.3778,1.11333,1.15632,1.24321,1, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,3,32,32,2,2,22.76,1.79286,1.71356,1.62581,1.56406, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,3,32,32,2,2,45.3667,2.94118,3.08485,3.37,2.66842, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,3,32,32,2,2,91.25,5.92941,5.68333,6.17647,5.28, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,3,32,32,2,2,183,11.2333,10.81,10.66,9.51818, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,32,32,32,2,2,79.25,7.43571,6.70667,7.93846,7.84615, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,32,32,32,2,2,156.6,11.3,11.03,11.6667,12.5375, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,32,32,32,2,2,314.7,22.12,22.08,22.28,22.44, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,32,32,32,2,2,620.1,40.5,41.4333,40.0667,37.1333, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,32,32,32,2,2,1249.8,77.4,77.9,76.5,77.15, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,64,32,32,2,2,147.9,13.425,14.2857,15.2,14.4429, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,64,32,32,2,2,292.9,24.1,23.7,23.54,23.36, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,64,32,32,2,2,584.4,38.9,42.2,42.2667,42, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,64,32,32,2,2,1178.8,78.05,77.95,81.05,76.95, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,64,32,32,2,2,2386.2,151.6,152.6,151.7,151.4, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,128,32,32,2,2,285.9,28.925,26.525,27.95,25.025, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,128,32,32,2,2,569.3,45.3,46.1,44.9333,45.4333, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,128,32,32,2,2,1150.5,80.6,81,83.6,80.15, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,128,32,32,2,2,2335.4,153.6,162.5,151.5,153.3, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,128,32,32,2,2,4680.9,298.4,301,299.9,299.8, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,256,32,32,2,2,572,51.25,50.05,57.05,52.4, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,256,32,32,2,2,1134.9,86.95,86.65,86.85,86, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,256,32,32,2,2,2293.1,160.6,160.9,166.4,158.9, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,256,32,32,2,2,4584.5,303.4,307.6,302,312.2, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,256,32,32,2,2,9175.9,593.8,602.9,601.9,594.6, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,512,32,32,2,2,1196.7,110.6,99.9,109.6,104.6, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,512,32,32,2,2,2321.8,175.1,171,183,170.7, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,512,32,32,2,2,4614.5,320.8,318.5,322.7,317, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,512,32,32,2,2,9185.8,622.3,613.6,614.2,607.6, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,512,32,32,2,2,18276.6,1209.8,1199.2,1192.8,1185.2, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,3,64,64,2,2,45.6667,6.19412,4.50435,5.97647,5.05, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,3,64,64,2,2,91,9.4,7.22857,8.59231,7, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,3,64,64,2,2,181.5,15.6286,12.65,14.4,11.24, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,3,64,64,2,2,365,25.2,22.3,24.6,21.48, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,3,64,64,2,2,732.4,43.2,41.3667,43.7,41.4333, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,32,64,64,2,2,317.4,28.75,25,27.95,26.46, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,32,64,64,2,2,626.9,47.2667,44.6667,47.3667,46, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,32,64,64,2,2,1243.7,89.1,82.25,84.6,82.25, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,32,64,64,2,2,2482.4,157.4,160.4,163.2,157.2, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,32,64,64,2,2,5006.3,314.3,309.1,307,315, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,64,64,64,2,2,593.5,53.8,51.0667,58.25,53.5, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,64,64,64,2,2,1173.6,88.05,87.05,88.55,88.65, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,64,64,64,2,2,2338.8,169.3,161,160.9,160.8, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,64,64,64,2,2,4713.2,309.7,319.4,309.2,309.3, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,64,64,64,2,2,9540,605.5,605.2,596.9,607.8, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
32,3,3,128,64,64,2,2,1146.1,109.4,103.6,104.2,103.5, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
64,3,3,128,64,64,2,2,2280.2,172.8,170.1,177.1,170.9, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
128,3,3,128,64,64,2,2,4603.3,322.2,316.9,317.2,319.3, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
256,3,3,128,64,64,2,2,9368,615.3,612.7,615.9,611, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a, n/a
512,3,3,128,64,64,2,2,18766.9,1192.8,1198.1,1191.7,1193.5, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,64,64,2,2,2290.9,224.6,206.6,222.9,194.3, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,64,64,2,2,4669.9,343.4,351.8,357.8,336.9, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,64,64,2,2,9175,644.7,637,634.1,634.1, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,64,64,2,2,18348.9,1205.4,1220.1,1218.4,1230.7, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,64,64,2,2,36699.2,2371.4,2402.9,2368.4,2390.8, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,64,64,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,64,64,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,64,64,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,64,64,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,64,64,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,128,128,2,2,182.6,28.775,20.34,29.425,19.5333, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,128,128,2,2,364.5,36.9333,28.775,36.5667,28.575, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,128,128,2,2,726.3,60.9,47.4667,57.1,47.9667, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,128,128,2,2,1461.4,98.85,84,95.2,83.7, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,128,128,2,2,2928.3,171.6,159.3,167.2,165.9, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,128,128,2,2,1269.7,123,100.45,123.2,103.9, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,128,128,2,2,2507.9,195.9,176.5,190.4,175.2, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,128,128,2,2,4973.7,336.6,327.3,346.9,325.6, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,128,128,2,2,9937.9,631.5,626.7,639.4,640.4, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,128,128,2,2,20011,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,128,128,2,2,2374.8,226.5,204.8,227.1,203.4, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,128,128,2,2,4694.3,353.6,342.4,357.8,357.6, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,128,128,2,2,9359.2,661,654.6,658,648.3, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,128,128,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,256,256,2,2,730.8,109.5,82.3,112.8,78.8, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,256,256,2,2,1457.8,146.1,116.1,144.6,117.4, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,256,256,2,2,2906.2,238.8,190.9,238.9,190.6, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,256,256,2,2,mem,mem,mem,mem,mem, n/a, n/a, n/a, n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
