wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConv,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cIrFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConv,UnrolledInputImplicitInPaddingConv,UnrolledInputExplicitOutPaddingConv,UnrolledInputExplicitPaddingConv,PartiallyUnrolledInputImplicitInPaddingConv,PartiallyUnrolledInputExplicitOutPaddingConv,PartiallyUnrolledInputExplicitPaddingConv
32,3,3,128,256,256,1,1,2573.75,124.65,103.6,124.75,103.75,127.25,122.95,129.125,120.05,26.5,165.563,105.45,150.25,81,34.65,35.5833
64,3,3,128,256,256,1,1,5152.75,141.25,108.3,142.063,108.7,143.125,127.938,143.438,129.188,53.825,182.5,122.45,168,106.05,57.1389,56.0556
128,3,3,128,256,256,1,1,10331.5,170,122.7,170.333,122.15,173.833,139.125,171.417,138.75,106.85,211.25,153.125,197.5,150,97.25,104.05
256,3,3,128,256,256,1,1,20665.5,220.667,145.563,222,147.813,221.417,164.938,223.417,166.625,215.25,263.75,203.083,248.083,247.583,201.583,206.083
512,3,3,128,256,256,1,1,41458.8,315.125,199.583,312.375,196.75,316.5,215.5,318.25,217.833,429.875,360,299.875,343,401.75,354.375,362.125
32,3,3,256,256,256,1,1,5236.75,220.667,175,220.917,176.25,254.375,244.583,253.625,242.583,34.45,335.625,212.75,303.875,163.688,79.2143,80.8929
64,3,3,256,256,256,1,1,10424,254.375,189,251,184.417,286.375,253.875,288.25,265,67.6563,364.125,240.167,333.625,204.167,112.8,114.25
128,3,3,256,256,256,1,1,20889,307.875,215.75,306.375,206.5,339.875,276.375,340,277.25,122.6,419.625,292.25,385.25,276.625,184,191.75
256,3,3,256,256,256,1,1,41798,394.875,256,390.25,254.875,434.5,323.75,431,330,241.167,513.5,389,480.25,418.375,336.75,347.75
512,3,3,256,256,256,1,1,83985,564.75,352.125,561.5,353.25,601,420,622.75,418.875,480.875,691.25,569,646.25,669.5,579.75,583
32,3,3,512,256,256,1,1,10500.3,422,329.875,416.75,331.125,514.5,503.25,510.25,504.5,51.975,671.75,422.375,609.75,350.625,183.417,185.5
64,3,3,512,256,256,1,1,21632.8,475.625,357.25,475.25,355.125,570,514.5,573.75,511.5,100.05,733,482.875,668.25,424,257.375,261
128,3,3,512,256,256,1,1,41937.5,580.75,405.875,579.25,407.875,681,563.25,683,553.75,173.667,843.75,585.5,771.25,556.75,394.375,400.5
256,3,3,512,256,256,1,1,84103,741.75,492.375,736,487.875,852.75,666.25,839.75,642.75,338.75,1000.25,745.75,922.25,796.5,635.25,642
512,3,3,512,256,256,1,1,168214,1088.25,660.75,1089,682.25,1204,825.5,1164,816.75,669,1338.25,1085.25,1258.25,1233.25,1054.75,1076.25
32,3,3,3,4,4,2,2,0.0173322,0.00191545,0.00218477,0.00241427,0.00252843,n/a,n/a,n/a,n/a,0.0442674,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,4,4,2,2,0.0345973,0.00271026,0.00336737,0.0036596,0.00408747,n/a,n/a,n/a,n/a,0.0891424,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,4,4,2,2,0.0688231,0.00447696,0.00575394,0.00627463,0.00714102,n/a,n/a,n/a,n/a,0.513604,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,4,4,2,2,0.138389,0.00795621,0.0105396,0.011366,0.0133604,n/a,n/a,n/a,n/a,0.709929,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,4,4,2,2,0.274725,0.0152013,0.0207271,0.0215072,0.0258679,n/a,n/a,n/a,n/a,0.992079,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,4,4,2,2,0.147275,0.0123634,0.0135822,0.0162697,0.0168039,n/a,n/a,n/a,n/a,0.244021,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,4,4,2,2,0.298479,0.0529942,0.064834,0.056205,0.0653168,n/a,n/a,n/a,n/a,0.348675,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,4,4,2,2,0.601685,0.0602192,0.105108,0.0700771,0.109027,n/a,n/a,n/a,n/a,0.517857,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,4,4,2,2,1.19226,0.103907,0.117592,0.109987,0.129299,n/a,n/a,n/a,n/a,0.733871,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,4,4,2,2,2.37085,0.204834,0.222816,0.213675,0.232342,n/a,n/a,n/a,n/a,1.01366,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,4,4,2,2,0.309752,0.024233,0.0263463,0.0323918,0.0329034,n/a,n/a,n/a,n/a,0.234192,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,4,4,2,2,0.621891,0.0641601,0.0759994,0.0701066,0.0803988,n/a,n/a,n/a,n/a,0.352041,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,4,4,2,2,1.24378,0.0994827,0.131334,0.104646,0.132626,n/a,n/a,n/a,n/a,0.521921,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,4,4,2,2,2.48515,0.12025,0.182949,0.13031,0.193723,n/a,n/a,n/a,n/a,0.755287,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,4,4,2,2,4.96535,0.275179,0.246914,0.263852,0.263019,n/a,n/a,n/a,n/a,1.0142,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,4,4,2,2,0.626095,0.0485248,0.0535447,0.0655308,0.0664452,n/a,n/a,n/a,n/a,0.252016,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,4,4,2,2,1.25754,0.0847458,0.110035,0.104668,0.124813,n/a,n/a,n/a,n/a,0.393082,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,4,4,2,2,2.57861,0.124844,0.165235,0.136129,0.171468,n/a,n/a,n/a,n/a,0.542888,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,4,4,2,2,5.06566,0.184298,0.249501,0.197161,0.254842,n/a,n/a,n/a,n/a,0.813415,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,4,4,2,2,10.015,0.336474,0.290505,0.317662,0.295508,n/a,n/a,n/a,n/a,1.11969,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,4,4,2,2,1.26389,0.0951837,0.106883,0.133547,0.134409,n/a,n/a,n/a,n/a,0.271003,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,4,4,2,2,2.54569,0.146327,0.177368,0.184094,0.195618,n/a,n/a,n/a,n/a,0.443656,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,4,4,2,2,5.23177,0.195313,0.227066,0.208351,0.237304,n/a,n/a,n/a,n/a,0.56019,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,4,4,2,2,10.17,0.279955,0.340599,0.289519,0.332392,n/a,n/a,n/a,n/a,0.919577,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,4,4,2,2,20.38,0.443878,0.486381,0.480086,0.493343,n/a,n/a,n/a,n/a,1.41525,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,4,4,2,2,2.55485,0.194477,0.220167,0.264971,0.270124,n/a,n/a,n/a,n/a,0.313873,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,4,4,2,2,5.07576,0.269978,0.320102,0.341997,0.360411,n/a,n/a,n/a,n/a,0.521094,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,4,4,2,2,10.3163,0.314663,0.357143,0.360931,0.39185,n/a,n/a,n/a,n/a,0.730685,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,4,4,2,2,20.45,0.420226,0.5,0.432742,0.490922,n/a,n/a,n/a,n/a,1.11663,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,4,4,2,2,40.7692,0.670013,0.617593,0.656168,0.576037,n/a,n/a,n/a,n/a,1.72672,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,8,8,2,2,0.0690036,0.0061118,0.0059043,0.00651687,0.00627975,n/a,n/a,n/a,n/a,0.124316,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,8,8,2,2,0.137363,0.00887642,0.00907787,0.00984329,0.00975001,n/a,n/a,n/a,n/a,0.569476,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,8,8,2,2,0.280112,0.0146113,0.0154026,0.0160545,0.0167887,n/a,n/a,n/a,n/a,0.829602,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,8,8,2,2,0.548847,0.104756,0.109004,0.104888,0.111582,n/a,n/a,n/a,n/a,1.07759,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,8,8,2,2,1.12081,0.212044,0.202758,0.210615,0.203252,n/a,n/a,n/a,n/a,2.02218,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,8,8,2,2,0.592012,0.0756659,0.0708918,0.0808538,0.073046,n/a,n/a,n/a,n/a,0.402253,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,8,8,2,2,1.19797,0.0919456,0.0909256,0.0956389,0.0957671,n/a,n/a,n/a,n/a,0.567177,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,8,8,2,2,2.42512,0.133333,0.14573,0.136203,0.153468,n/a,n/a,n/a,n/a,0.857021,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,8,8,2,2,4.74764,0.208594,0.230309,0.219394,0.234742,n/a,n/a,n/a,n/a,1.28995,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,8,8,2,2,9.48113,0.266951,0.279955,0.263435,0.266241,n/a,n/a,n/a,n/a,2.45956,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,8,8,2,2,1.23399,0.102417,0.0987947,0.107481,0.101958,n/a,n/a,n/a,n/a,0.376506,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,8,8,2,2,2.46675,0.133869,0.137099,0.141804,0.142531,n/a,n/a,n/a,n/a,0.633714,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,8,8,2,2,5.0175,0.160668,0.198491,0.176056,0.200562,n/a,n/a,n/a,n/a,0.905063,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,8,8,2,2,9.85784,0.226757,0.285388,0.238663,0.283588,n/a,n/a,n/a,n/a,1.45845,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,8,8,2,2,19.9231,0.327175,0.374251,0.347396,0.369549,n/a,n/a,n/a,n/a,2.79469,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,8,8,2,2,2.59326,0.159185,0.155521,0.175809,0.164636,n/a,n/a,n/a,n/a,0.350877,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,8,8,2,2,5.0175,0.215239,0.225023,0.241896,0.235627,n/a,n/a,n/a,n/a,0.705924,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,8,8,2,2,10.17,0.250501,0.281057,0.258131,0.285551,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,8,8,2,2,20.1,0.328464,0.385802,0.338524,0.38304,n/a,n/a,n/a,n/a,1.8125,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,8,8,2,2,40.0769,0.460635,0.60024,0.473273,0.568182,n/a,n/a,n/a,n/a,3.07822,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,8,8,2,2,5.07576,0.271444,0.27533,0.312891,0.305064,n/a,n/a,n/a,n/a,0.388092,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,8,8,2,2,10.17,0.38432,0.403877,0.422297,0.42735,n/a,n/a,n/a,n/a,0.84687,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,8,8,2,2,20.3,0.426621,0.477794,0.454545,0.488281,n/a,n/a,n/a,n/a,1.21359,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,8,8,2,2,40.7308,0.507099,0.572368,0.515464,0.557692,n/a,n/a,n/a,n/a,2.05533,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,8,8,2,2,82,0.744048,0.764526,0.732064,0.922509,n/a,n/a,n/a,n/a,3.76316,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,8,8,2,2,10.2551,0.492857,0.516787,0.564616,0.565611,n/a,n/a,n/a,n/a,0.521094,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,8,8,2,2,20.39,0.724313,0.758333,0.80426,0.807258,n/a,n/a,n/a,n/a,1.04541,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,8,8,2,2,40.8077,0.773994,0.820492,0.827815,0.867418,n/a,n/a,n/a,n/a,1.64098,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,8,8,2,2,81.6786,0.880722,0.954198,0.917431,0.970446,n/a,n/a,n/a,n/a,3.11025,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,8,8,2,2,163.625,1.26071,1.22134,1.26835,1.3624,n/a,n/a,n/a,n/a,5.21354,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,16,16,2,2,0.278242,0.022605,0.0207719,0.023034,0.0211685,n/a,n/a,n/a,n/a,0.721861,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,16,16,2,2,0.556452,0.119531,0.127097,0.124162,0.112943,n/a,n/a,n/a,n/a,1.04219,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,16,16,2,2,1.09759,0.135722,0.115875,0.142572,0.119048,n/a,n/a,n/a,n/a,1.62662,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,16,16,2,2,2.21571,0.149701,0.15006,0.142531,0.149432,n/a,n/a,n/a,n/a,2.63947,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,16,16,2,2,4.44027,0.240385,0.226963,0.241546,0.243546,n/a,n/a,n/a,n/a,4.39254,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,16,16,2,2,2.38452,0.246429,0.237417,0.25,0.246305,n/a,n/a,n/a,n/a,0.764908,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,16,16,2,2,4.77381,0.265957,0.288351,0.271592,0.262192,n/a,n/a,n/a,n/a,1.0917,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,16,16,2,2,9.53302,0.295508,0.289352,0.296033,0.292544,n/a,n/a,n/a,n/a,1.70153,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,16,16,2,2,18.9259,0.337154,0.345066,0.344353,0.340832,n/a,n/a,n/a,n/a,2.73497,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,16,16,2,2,37.7679,0.49975,0.534188,0.49628,0.540541,n/a,n/a,n/a,n/a,4.77381,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,16,16,2,2,4.95545,0.319898,0.271297,0.311721,0.276702,n/a,n/a,n/a,n/a,0.86399,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,16,16,2,2,10.075,0.344762,0.309789,0.357066,0.303582,n/a,n/a,n/a,n/a,1.14588,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,16,16,2,2,19.9615,0.401606,0.367647,0.409705,0.38373,n/a,n/a,n/a,n/a,2.02429,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,16,16,2,2,39.6923,0.505303,0.490677,0.489003,0.477099,n/a,n/a,n/a,n/a,3.22276,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,16,16,2,2,78.8214,0.59453,0.886968,0.614251,0.880053,n/a,n/a,n/a,n/a,5.84012,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,16,16,2,2,10.03,0.441527,0.385208,0.474171,0.403427,n/a,n/a,n/a,n/a,0.924214,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,16,16,2,2,20.34,0.525473,0.441696,0.507868,0.454773,n/a,n/a,n/a,n/a,1.39554,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,16,16,2,2,40.1731,0.567537,0.551211,0.588529,0.552152,n/a,n/a,n/a,n/a,2.20595,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,16,16,2,2,80.4643,0.736029,0.751502,0.772798,0.757576,n/a,n/a,n/a,n/a,3.74254,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,16,16,2,2,162.375,1.05147,1.26134,1.001,1.16822,n/a,n/a,n/a,n/a,7.05986,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,16,16,2,2,20.38,0.690953,0.659631,0.729227,0.692867,n/a,n/a,n/a,n/a,1.09409,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,16,16,2,2,40.7115,0.801282,0.783255,0.839765,0.805153,n/a,n/a,n/a,n/a,1.66667,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,16,16,2,2,81.6071,0.989625,0.945652,0.969961,0.967602,n/a,n/a,n/a,n/a,2.71739,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,16,16,2,2,162.938,1.30809,1.31365,1.34048,1.34409,n/a,n/a,n/a,n/a,5.1301,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,16,16,2,2,325.625,1.74913,2.16164,1.7948,2.18559,n/a,n/a,n/a,n/a,10.065,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,16,16,2,2,41.1923,1.02459,1.10486,1.05421,1.10976,n/a,n/a,n/a,n/a,1.17765,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,16,16,2,2,82.0357,1.24194,1.31365,1.31299,1.3254,n/a,n/a,n/a,n/a,2.16164,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,16,16,2,2,165.063,1.61812,1.63111,1.73356,1.65728,n/a,n/a,n/a,n/a,3.70741,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,16,16,2,2,327.5,2.43325,2.37915,2.47044,2.38452,n/a,n/a,n/a,n/a,7.04577,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,16,16,2,2,658.25,3.45,4.22269,3.78195,4.10163,n/a,n/a,n/a,n/a,14.6,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,32,32,2,2,1.10619,0.263435,0.218531,0.215239,0.219974,n/a,n/a,n/a,n/a,1.47861,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,32,32,2,2,2.2135,0.2331,0.238436,0.240038,0.241196,n/a,n/a,n/a,n/a,2.21903,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,32,32,2,2,4.44027,0.245218,0.249626,0.248509,0.255885,n/a,n/a,n/a,n/a,3.7037,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,32,32,2,2,8.82018,0.306373,0.30581,0.287026,0.306937,n/a,n/a,n/a,n/a,8.34583,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,32,32,2,2,17.8103,0.397456,0.39968,0.424088,0.367107,n/a,n/a,n/a,n/a,22.4022,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,32,32,2,2,9.57075,0.622201,0.625313,0.625625,0.606667,n/a,n/a,n/a,n/a,1.59475,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,32,32,2,2,19.2885,0.619431,0.683402,0.629245,0.688102,n/a,n/a,n/a,n/a,2.43447,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,32,32,2,2,37.8036,0.708215,0.75,0.682128,0.75188,n/a,n/a,n/a,n/a,4.014,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,32,32,2,2,76.4643,0.980392,0.994533,0.996016,0.990099,n/a,n/a,n/a,n/a,9.04018,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,32,32,2,2,152.688,1.30955,1.07227,1.15914,1.11111,n/a,n/a,n/a,n/a,23.6705,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,32,32,2,2,19.7212,0.791535,1.01677,0.8008,0.99751,n/a,n/a,n/a,n/a,1.66445,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,32,32,2,2,39.6731,0.871516,1.05643,0.894196,1.03144,n/a,n/a,n/a,n/a,2.59326,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,32,32,2,2,79.2857,1.00806,1.0917,0.986686,1.09704,n/a,n/a,n/a,n/a,4.29915,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,32,32,2,2,158.438,1.48368,1.29534,1.51818,1.33178,n/a,n/a,n/a,n/a,10.5313,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,32,32,2,2,317.875,1.96078,1.67,2.002,1.62419,n/a,n/a,n/a,n/a,24.4524,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,32,32,2,2,40.2885,1.06436,1.41056,1.03247,1.5,n/a,n/a,n/a,n/a,1.83425,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,32,32,2,2,80.8571,1.30065,1.53604,1.27742,1.57469,n/a,n/a,n/a,n/a,3.14219,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,32,32,2,2,161.688,1.7875,1.70068,1.7766,1.71907,n/a,n/a,n/a,n/a,5.875,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,32,32,2,2,323,2.73505,2.01915,2.65608,2.03862,n/a,n/a,n/a,n/a,12.1429,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,32,32,2,2,647.75,3.58929,3.11801,3.61331,3.08796,n/a,n/a,n/a,n/a,26.7237,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,32,32,2,2,82.1786,2.007,2.15129,2.04388,2.26584,n/a,n/a,n/a,n/a,2.14807,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,32,32,2,2,163.813,2.43811,2.48391,2.39234,2.59974,n/a,n/a,n/a,n/a,4.07724,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,32,32,2,2,327.125,3.09414,3.12812,3.06402,2.9985,n/a,n/a,n/a,n/a,7.01389,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,32,32,2,2,651.25,5.32979,3.85385,4.91176,3.7444,n/a,n/a,n/a,n/a,15.5985,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,32,32,2,2,1307.25,6.70667,5.95833,6.86644,5.84884,n/a,n/a,n/a,n/a,33.0625,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,32,32,2,2,163.563,4.012,4.22689,4.04637,4.49107,n/a,n/a,n/a,n/a,3.19268,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,32,32,2,2,325.75,4.56818,4.6986,4.74764,4.91912,n/a,n/a,n/a,n/a,5.8343,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,32,32,2,2,656.25,6,5.75575,6.76333,5.69602,n/a,n/a,n/a,n/a,10.5052,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,32,32,2,2,1327.25,9.49528,7.61742,9.18182,7.66667,n/a,n/a,n/a,n/a,23.1477,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,32,32,2,2,2621.25,13.2697,11.6453,13.6419,12.0357,n/a,n/a,n/a,n/a,47.0227,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,64,64,2,2,4.42105,0.489237,0.507614,0.463392,0.483801,n/a,n/a,n/a,n/a,3.07055,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,64,64,2,2,8.86404,0.492611,0.525473,0.479167,0.532181,n/a,n/a,n/a,n/a,6.96875,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,64,64,2,2,17.7328,0.566818,0.488049,0.523822,0.479846,n/a,n/a,n/a,n/a,20.78,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,64,64,2,2,35.4167,0.8726,0.725,0.892602,0.674764,n/a,n/a,n/a,n/a,47.5227,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,64,64,2,2,70.875,0.871951,0.687157,0.868924,0.686813,n/a,n/a,n/a,n/a,98.125,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,64,64,2,2,38,1.24378,1.19451,1.23214,1.2142,n/a,n/a,n/a,n/a,3.26961,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,64,64,2,2,76.1786,1.49033,1.57053,1.5045,1.62136,n/a,n/a,n/a,n/a,8.2459,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,64,64,2,2,151.875,2.03036,2.002,2.06481,2.006,n/a,n/a,n/a,n/a,21.5313,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,64,64,2,2,303.625,2.92982,2.35094,2.81882,2.36439,n/a,n/a,n/a,n/a,48.7273,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,64,64,2,2,608.5,4,3.30263,3.85769,3.27288,n/a,n/a,n/a,n/a,101.25,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,64,64,2,2,78.9286,2.12872,2.32407,2.10294,2.28311,n/a,n/a,n/a,n/a,3.77256,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,64,64,2,2,158.813,2.49627,2.49254,2.5641,2.51,n/a,n/a,n/a,n/a,8.75862,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,64,64,2,2,315.875,3.06902,2.98958,3.08129,2.98363,n/a,n/a,n/a,n/a,22.0435,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,64,64,2,2,630.5,5.18557,3.82061,5.18814,3.74813,n/a,n/a,n/a,n/a,49.1364,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,64,64,2,2,1271,7.36029,6.10061,7.22143,5.64045,n/a,n/a,n/a,n/a,101.85,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,64,64,2,2,160.688,4.15289,4.17292,4.07317,4.1343,n/a,n/a,n/a,n/a,4.53153,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,64,64,2,2,320.625,5.0275,4.8149,5.0475,4.82933,n/a,n/a,n/a,n/a,11.2444,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,64,64,2,2,654.5,7.13732,5.55833,6.80068,5.79023,n/a,n/a,n/a,n/a,24.0833,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,64,64,2,2,1286.75,9.85294,7.59091,9.94608,7.68182,n/a,n/a,n/a,n/a,50.625,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,64,64,2,2,2577.75,14.3857,12.1951,14.5429,11.4602,n/a,n/a,n/a,n/a,104.2,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,64,64,2,2,330.125,10.6596,9.93137,10.3214,10.07,n/a,n/a,n/a,n/a,6.95833,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,64,64,2,2,653.75,11.4375,10.9076,11.5511,11.0707,n/a,n/a,n/a,n/a,15.4848,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,64,64,2,2,1311.25,14.6143,12.7813,13.5405,12.6875,n/a,n/a,n/a,n/a,29.9265,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,64,64,2,2,2606.25,20.02,16.3468,19.2596,16.2177,n/a,n/a,n/a,n/a,58.3611,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,64,64,2,2,5252.5,28.2083,23.2045,28.8472,23.4545,n/a,n/a,n/a,n/a,120.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,64,64,2,2,653.75,20.24,20.9167,20.21,20.67,n/a,n/a,n/a,n/a,11.2444,n/a,n/a,n/a,n/a,n/a,n/a
