wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConvolution,UnrolledInputConvolution,UnrolledInputChlMajInputConvolution,UnrolledOutputConvolution,UnrolledInputImplicitInPaddingConvolution,UnrolledInputExplicitOutPaddingConvolution,UnrolledInputExplicitPaddingConvolution,PartiallyUnrolledInputImplicitInPaddingConvolution,PartiallyUnrolledInputExplicitOutPaddingConvolution,PartiallyUnrolledInputExplicitPaddingConvolution
32,3,3,512,16,16,1,1,43.1667,0.860309,1.37445,0.788644,1.46891,1.37555,1.60128,0.739586,0.242767,0.238777
64,3,3,512,16,16,1,1,86.35,1.05042,1.52905,0.926667,1.68154,1.56469,1.66611,0.910182,0.387752,0.403793
128,3,3,512,16,16,1,1,172.5,1.52006,1.86431,1.72337,1.95977,1.90038,2.02996,1.57264,0.811021,0.844932
256,3,3,512,16,16,1,1,344.7,2.15064,2.3881,3.31053,2.54772,2.504,2.61832,2.26425,1.41099,1.5027
512,3,3,512,16,16,1,1,690.4,2.80955,5.42473,6.4961,4.87961,5.43696,5.5033,4.2839,3.44315,3.43219
32,3,3,3,32,32,1,1,1.1676,0.0474879,0.049955,0.606424,0.0411353,0.0368134,0.0389135,0.0725479,0.0819001,0.0851644
64,3,3,3,32,32,1,1,2.32558,0.0506997,0.0513452,1.18019,0.0423549,0.0451875,0.0492465,0.160411,0.109529,0.157085
128,3,3,3,32,32,1,1,4.66667,0.08364,0.0597514,2.2375,0.0509996,0.0561167,0.0592487,0.433074,0.368065,0.462627
256,3,3,3,32,32,1,1,9.3,0.130514,0.073692,4.26441,0.0569801,0.0727379,0.0794407,0.907985,0.793027,0.984843
512,3,3,3,32,32,1,1,18.7852,0.147218,0.0988728,8.34833,0.0843882,0.114103,0.118596,1.56897,1.46491,1.66412
32,3,3,32,32,32,1,1,10.026,0.310945,0.334135,0.618395,0.335796,0.266489,0.322997,0.253807,0.114286,0.133931
64,3,3,32,32,32,1,1,19.9885,0.372653,0.349232,1.18184,0.379363,0.31348,0.368534,0.31572,0.158881,0.204373
128,3,3,32,32,32,1,1,40.0462,0.441483,0.424343,2.26652,0.432239,0.39093,0.44612,0.673486,0.330601,0.390172
256,3,3,32,32,32,1,1,80.4,0.550165,0.521585,4.33448,0.55786,0.51051,0.561279,1.06944,0.794286,0.926667
512,3,3,32,32,32,1,1,160.525,0.805475,0.759332,8.54915,0.790205,0.775504,0.855214,1.87266,1.61877,1.91801
32,3,3,64,32,32,1,1,21.2458,0.446298,0.63857,0.690207,0.684815,0.57618,0.659157,0.415532,0.147798,0.161603
64,3,3,64,32,32,1,1,41.6917,0.534615,0.703235,1.27056,0.763817,0.636943,0.767791,0.515876,0.201653,0.266525
128,3,3,64,32,32,1,1,83.85,0.728093,0.869739,2.54721,0.905244,0.805145,0.943126,0.83228,0.445811,0.546667
256,3,3,64,32,32,1,1,167.033,0.965896,1.13047,4.72642,1.21529,1.11153,1.21825,1.1931,0.76585,0.933209
512,3,3,64,32,32,1,1,334.2,1.38017,1.63616,9.24545,1.69966,1.68087,1.77376,1.85185,1.37233,1.71924
32,3,3,128,32,32,1,1,42.475,0.985827,1.27679,0.747534,1.46433,1.12912,1.43143,0.77284,0.2002,0.214635
64,3,3,128,32,32,1,1,84.95,1.17033,1.44467,1.3837,1.5949,1.30995,1.55077,0.898743,0.362536,0.3885
128,3,3,128,32,32,1,1,170.233,1.5021,1.71126,2.63632,1.91724,1.64426,1.86357,1.26734,0.607776,0.706479
256,3,3,128,32,32,1,1,339.9,1.99206,2.21327,5.19588,2.36274,2.1485,2.47389,1.68687,0.983301,1.20821
512,3,3,128,32,32,1,1,681.1,2.99461,3.24387,10.3592,3.52394,3.21667,3.50629,2.72717,2.01165,2.34533
32,3,3,256,32,32,1,1,85.9333,1.73426,2.42029,0.871603,2.85714,2.24574,2.63842,1.35799,0.345442,0.356522
64,3,3,256,32,32,1,1,172.067,1.91992,2.84659,1.64474,3.07178,2.59793,3.05427,1.71856,0.680816,0.656545
128,3,3,256,32,32,1,1,344.4,2.75549,3.32781,3.29342,3.62391,3.10994,3.63768,2.27636,1.07238,1.1669
256,3,3,256,32,32,1,1,687.3,3.63623,4.37565,6.4961,4.35043,3.89612,4.32414,3.14125,1.92375,2.14188
512,3,3,256,32,32,1,1,1376.4,5.34574,6.21358,12.75,6.98472,6.3275,6.68533,5.027,3.86154,4.0024
32,3,3,512,32,32,1,1,172.4,3.17025,4.91569,1.24059,5.63708,4.39652,5.58667,2.61094,0.584813,0.631692
64,3,3,512,32,32,1,1,345.5,3.67956,5.63371,2.32605,6.44487,5.0798,6.40253,3.42603,1.16102,1.22899
128,3,3,512,32,32,1,1,689,5.22396,6.83784,4.28462,7.71538,6.30875,7.81875,4.66204,2.25067,2.30507
256,3,3,512,32,32,1,1,1385,7.11127,8.71897,8.45333,9.84314,8.73966,10.002,6.41795,4.15702,4.47321
512,3,3,512,32,32,1,1,2764.5,11.6523,13.7459,16.71,14.8118,14.1694,14.9912,10.5563,8.07419,8.21967
32,3,3,3,64,64,1,1,4.66019,0.137363,0.164042,1.5048,0.127324,0.102459,0.119133,0.257732,0.111062,0.213895
64,3,3,3,64,64,1,1,9.33333,0.169296,0.185254,2.80168,0.141084,0.130412,0.144092,0.420774,0.16852,0.366569
128,3,3,3,64,64,1,1,18.6481,0.269107,0.18822,5.25417,0.160772,0.159115,0.187617,1.39304,1.05084,1.35583
256,3,3,3,64,64,1,1,37.2214,0.445633,0.232713,11.5591,0.20202,0.205759,0.23185,2.89942,2.44293,2.92267
512,3,3,3,64,64,1,1,74.7571,0.443656,0.322853,26.6421,0.289075,0.316056,0.349232,5.60444,4.74623,5.98333
32,3,3,32,64,64,1,1,40.3077,1.19617,1.30705,1.51848,1.32434,1.0142,1.26709,0.80032,0.212675,0.289242
64,3,3,32,64,64,1,1,80.1143,1.41328,1.46064,2.86,1.4564,1.1676,1.41155,1.06716,0.352431,0.512065
128,3,3,32,64,64,1,1,160.475,1.69898,1.80686,5.62472,1.73924,1.43029,1.72759,2.10168,1.31391,1.58952
256,3,3,32,64,64,1,1,320.75,2.12936,2.12246,12.2146,2.26244,1.97559,2.17652,3.82443,2.62147,3.1275
512,3,3,32,64,64,1,1,643.1,2.94035,2.96746,27.9167,3.05,2.71902,3.11304,6.91507,5.20825,6.34051
32,3,3,64,64,64,1,1,83.85,1.77376,2.53333,1.63257,2.70541,2.03252,2.51256,1.45831,0.317058,0.394945
64,3,3,64,64,64,1,1,167.6,2.09372,2.83446,3.08704,2.90925,2.39234,2.89942,1.8018,0.513231,0.715451
128,3,3,64,64,64,1,1,335,2.67394,3.334,6.0253,3.44589,2.86743,3.52535,3.14717,1.40958,1.72131
256,3,3,64,64,64,1,1,667.9,3.56809,4.19333,12.9769,4.3,3.68971,4.27692,4.11967,2.45024,2.99581
