wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConvolution,UnrolledInputConvolution,UnrolledInputChlMajInputConvolution,UnrolledOutputConvolution,UnrolledInputImplicitInPaddingConvolution,UnrolledInputExplicitOutPaddingConvolution,UnrolledInputExplicitPaddingConvolution,PartiallyUnrolledInputImplicitInPaddingConvolution,VirtuallyUnrolledInputExplicitOutPaddingConvolution,VirtuallyUnrolledInputExplicitPaddingConvolution
256,3,3,64,64,64,2,2,633.2,7.00278,n/a,53.13,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,64,64,2,2,1260.8,11.6698,n/a,106.74,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,64,64,2,2,166.3,6.81757,n/a,7.69231,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,64,64,2,2,323.95,7.86406,n/a,16.89,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,64,64,2,2,641.3,9.81176,n/a,35.54,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,64,64,2,2,1280.9,14.5629,n/a,71.1125,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,64,64,2,2,2565.3,24.0333,n/a,142.6,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,64,64,2,2,324.8,15.9406,n/a,12.6375,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,64,64,2,2,648.5,17.875,n/a,26.275,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,64,64,2,2,1303,21.1958,n/a,53.1,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,64,64,2,2,2605.9,30.4882,n/a,105.62,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,64,64,2,2,5224.8,48.0182,n/a,210.9,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,64,64,2,2,650.7,32.1125,n/a,23.5318,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,64,64,2,2,1298.5,36.1286,n/a,45.9909,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,64,64,2,2,2610.8,43.7,n/a,91.4,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,64,64,2,2,5225.4,60.3556,n/a,179.333,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,64,64,2,2,10468.4,94.3833,n/a,357.4,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,128,128,2,2,17.6172,1.00988,n/a,20.512,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,128,128,2,2,35.24,1.52713,n/a,42.675,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,128,128,2,2,70.8625,1.68721,n/a,87.9667,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,128,128,2,2,140.4,2.7388,n/a,179.133,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,128,128,2,2,280.8,6.14268,n/a,360.9,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,128,128,2,2,153,12.0286,n/a,21.7957,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,128,128,2,2,303,13.3711,n/a,44.7583,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,128,128,2,2,609.8,15.7656,n/a,90.95,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,128,128,2,2,1214.4,20.8458,n/a,186.067,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,128,128,2,2,2446.4,31.0235,n/a,373.25,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,128,128,2,2,315.2,20.308,n/a,26.15,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,128,128,2,2,634.5,22.3522,n/a,51.69,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,128,128,2,2,1262.3,27.1947,n/a,104.46,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,128,128,2,2,2534.4,36.4714,n/a,210.667,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,128,128,2,2,5103.7,55.32,n/a,423.35,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,128,128,2,2,641.6,41.7667,n/a,36.6357,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,128,128,2,2,1283.9,45.5273,n/a,71.5429,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,128,128,2,2,2573.1,54.42,n/a,140.375,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,128,128,2,2,5166,71.225,n/a,282.15,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,128,128,2,2,10315.8,108.24,n/a,565.4,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,128,128,2,2,1296.3,76.1,n/a,55.8444,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,128,128,2,2,2595.5,82.9,n/a,106.44,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,128,128,2,2,5189.1,101,n/a,209.3,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,128,128,2,2,10433.4,134.875,n/a,418.35,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,128,128,2,2,20973.7,207.167,n/a,829.3,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,128,128,2,2,2616.5,146.25,n/a,98.7833,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,128,128,2,2,5232.4,161.75,n/a,184.4,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,128,128,2,2,10473.3,193.9,n/a,358.45,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,128,128,2,2,20888.8,264.05,n/a,711.8,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,128,128,2,2,41845.8,405.55,n/a,1419.7,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,256,256,2,2,70.675,4.28974,n/a,83.3333,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,256,256,2,2,142,7.37059,n/a,167.667,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,256,256,2,2,287.15,11.4182,n/a,340.4,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,256,256,2,2,566.5,18.175,n/a,696.2,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,256,256,2,2,1130.3,33.175,n/a,1412.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,256,256,2,2,605.6,54.14,n/a,87.6667,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,256,256,2,2,1226.1,57.3,n/a,175.367,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,256,256,2,2,2422.6,66.7375,n/a,357,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,256,256,2,2,4853.1,84.9667,n/a,728.4,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,256,256,2,2,9760,124.74,n/a,1472.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,256,256,2,2,1262.3,90.6167,n/a,104.5,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,256,256,2,2,2533.8,96.0833,n/a,204.467,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,256,256,2,2,5096.6,110.86,n/a,406.85,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,256,256,2,2,10179.4,147.6,n/a,826.6,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,256,256,2,2,20423.2,222.667,n/a,1670.6,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,256,256,2,2,2570,184.367,n/a,146.075,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,256,256,2,2,5147.4,195.067,n/a,281.8,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,256,256,2,2,10289.6,225.9,n/a,553.4,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,256,256,2,2,20740.5,290.85,n/a,1125.7,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,256,256,2,2,41356.7,433.5,n/a,2252.8,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,256,256,2,2,5246.5,347.5,n/a,225.1,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,256,256,2,2,10448.7,363.8,n/a,433.3,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,256,256,2,2,20904.4,429.15,n/a,837.5,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,256,256,2,2,41750.7,555.1,n/a,1653.7,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,256,256,2,2,84177.7,835.8,n/a,3329.1,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,256,256,2,2,10507.5,679.5,n/a,395.3,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,256,256,2,2,21103.8,729.7,n/a,738.7,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,256,256,2,2,41921.6,838.1,n/a,1442.8,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,256,256,2,2,83926.8,1082.6,n/a,2847.1,n/a,n/a,n/a,n/a,n/a,n/a
