wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConv,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cIrFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConv,UnrolledInputImplicitInPaddingConv,UnrolledInputExplicitOutPaddingConv,UnrolledInputExplicitPaddingConv,PartiallyUnrolledInputImplicitInPaddingConv,VirtuallyUnrolledInputExplicitOutPaddingConv,VirtuallyUnrolledInputExplicitPaddingConv
512,3,3,3,64,64,1,1,74.6786,0.644974,0.426471,0.466418,0.45045,0.334448,0.42735,0.309598,0.643501,25.9625,0.3125,0.307882,0.353534,5.97321,4.60321,5.51374
32,3,3,32,64,64,1,1,40.1154,1.22912,2.27036,1.32825,1.33245,1.43966,1.81047,1.29328,1.34409,1.51818,1.3143,1.00502,1.34115,0.864421,0.224618,0.303214
64,3,3,32,64,64,1,1,80.3571,1.22372,2.19298,1.42593,1.82091,1.4764,1.88679,1.45217,1.92692,2.87286,1.56641,1.19677,1.46137,1.04219,0.333111,0.521637
128,3,3,32,64,64,1,1,160.5,1.70819,2.32407,1.7116,2.42512,1.66917,2.05328,1.67953,2.72554,5.47826,1.75439,1.41455,1.72672,2.10504,1.16241,1.50979
256,3,3,32,64,64,1,1,320.5,2.11076,3.01355,2.27036,2.70811,2.09728,2.68449,2.11076,3.82008,11.7151,2.23884,1.95801,2.25563,4.28419,2.84091,3.40646
512,3,3,32,64,64,1,1,641.5,2.94118,3.61151,3.02108,3.75746,3.0564,3.88372,2.94412,3.56028,26.6974,2.90173,2.7459,3.20994,6.89384,5.68466,6.73
32,3,3,64,64,64,1,1,84.125,2.35211,3.64493,2.30046,2.21792,2.36675,3.52993,2.67914,2.71216,1.64016,2.61458,2.02117,2.5641,1.37192,0.319693,0.385208
64,3,3,64,64,64,1,1,168.25,2.46446,3.45345,2.37559,2.8404,3.00449,3.55851,2.95,4.05444,3.17722,2.95588,2.35798,2.72011,1.78292,0.571591,0.711593
128,3,3,64,64,64,1,1,336,2.96154,4.1291,3.05,4.28205,3.25162,4.19167,3.3245,5.31579,6.12805,3.48785,2.95147,3.68934,2.73098,1.30955,1.575
256,3,3,64,64,64,1,1,671,3.87308,5.28421,4.06504,4.82452,4.2735,4.97772,4.47098,7.77692,13.2237,4.35435,3.60252,4.29274,3.93164,2.34579,2.9186
512,3,3,64,64,64,1,1,1340.25,5.46739,6.86486,6.68333,6.97569,6.0512,7.01736,5.62921,8.2541,27.5921,5.81977,5.51374,5.90294,5.49728,3.48785,4.49554
32,3,3,128,64,64,1,1,170.417,3.80682,6.49038,3.77444,3.87597,5.24219,6.79392,5.21875,5.25,1.87547,5.7358,4.07927,5.47826,2.60938,0.479626,0.613051
64,3,3,128,64,64,1,1,339,4.68692,6.59211,4.25424,5.38172,5.71307,7.35294,6.20062,7.71538,3.53521,6.19753,4.55682,5.875,3.57143,1.01471,1.21126
128,3,3,128,64,64,1,1,681.25,5.39516,7.60227,5.34474,7.44485,6.91438,8.01984,7.11972,10.3673,7.13732,6.87671,5.49451,6.64474,4.64583,1.93147,2.35798
256,3,3,128,64,64,1,1,1360,7.225,9.36111,7.61742,9.35185,9.0625,10.065,8.45,15.7266,15.2348,8.57627,7.64773,8.65948,6.3481,3.5035,4.20168
512,3,3,128,64,64,1,1,2733.25,10.7553,13.0962,10.75,12.9103,12.4634,14.1528,13.4342,14.3929,30.4118,13.1908,10.7979,12.1012,10.11,7.05282,7.95313
32,3,3,256,64,64,1,1,343.5,7.76154,11.8314,8.05952,8.12903,13.6622,15.9297,13.6284,14.1111,2.34229,16.0391,10.6809,15.8984,5.16237,0.970874,1.04054
64,3,3,256,64,64,1,1,686.5,9.17727,12.3598,8.425,10.352,14.7143,16.825,14.7574,16.6667,4.63303,17.0083,11.2556,17.25,6.22531,2.06173,2.0875
128,3,3,256,64,64,1,1,1374.25,12.1667,14.1736,11.6136,14.2014,15.9375,18.5926,16.5726,22.3696,9.82843,18.4107,12.4695,18.2143,8.84483,3.80114,4.05645
256,3,3,256,64,64,1,1,2745.25,15.0441,16.2742,15.4848,16.6917,19.8365,21.1563,20.38,34.6667,19.2315,21.8152,15.8984,22.0109,12.0417,6.41346,7.27536
512,3,3,256,64,64,1,1,5507.75,23.0455,24.7976,23.4886,26.4868,27.8889,34.7833,29.0833,35.8036,37.1964,28.875,24.5833,29.5588,18.3393,13.4539,13.8176
32,3,3,512,64,64,1,1,689.5,17.6207,21.3333,17.9732,18.3393,28.125,27.0789,27.9722,28.7222,3.63587,33.35,21.4583,32.5313,10.3112,1.77936,1.84779
64,3,3,512,64,64,1,1,1383.75,18.8241,22.9318,19.1389,20.62,30.6324,29.25,29.8088,33.5469,7.01042,35.1,22.9659,35.1833,12.8063,3.76679,4.0752
128,3,3,512,64,64,1,1,2762.5,23.0114,27.1184,22.9545,27.0526,32.125,32.3438,34.05,45.5682,14.3643,39.9231,27.2105,39.1731,17.9821,8.20902,7.82422
256,3,3,512,64,64,1,1,5522.75,31.375,35.0667,29.7353,31.3438,41.25,43.6667,40.7115,65.3438,27.2368,45.8864,32.4531,44.6875,25.9875,14.8088,15.0956
512,3,3,512,64,64,1,1,11036.8,47.5682,58.3056,41.8462,58.4167,52.675,63.6875,51.3,62.5,49.2273,56.1389,46.8636,58.1667,34.7167,25.125,24.5238
32,3,3,3,128,128,1,1,18.6852,0.438212,0.471934,0.435758,0.475285,0.449461,0.429553,0.4095,0.507099,3.355,0.41632,0.338524,0.413565,0.775194,0.21242,0.598684
64,3,3,3,128,128,1,1,37.375,0.491159,0.563063,0.524109,0.668783,0.493097,0.537634,0.47238,0.796975,7.5,0.463624,0.398406,0.496773,1.21308,0.4329,1.0661
128,3,3,3,128,128,1,1,74.3214,0.916667,0.654248,0.92297,1.00301,0.612301,0.657895,0.59453,1.19167,18.2768,0.586753,0.521376,0.589223,5.08081,3.91797,4.79286
256,3,3,3,128,128,1,1,150.313,1.43678,0.929833,1.64803,1.31365,0.807258,0.901351,0.820492,1.75526,39.8077,0.735316,0.705924,0.796975,10.9511,8.75862,10.3469
512,3,3,3,128,128,1,1,299.375,2.50375,2.2135,2.13996,2.40625,1.20783,2.20264,1.24813,2.71081,86.0833,1.3,1.18824,1.34973,22.1848,17.8103,22.7391
32,3,3,32,128,128,1,1,160.813,4.36957,4.82212,4.48438,4.575,6.49351,5.26842,6.69667,6.95139,3.70926,6.66667,4.10451,5.17526,3.07975,0.557692,0.946125
64,3,3,32,128,128,1,1,319.5,5.66292,5.95833,5.27368,6.79392,7.40441,6.65789,7.4375,10.18,8.20902,6.99653,4.29915,5.81395,3.73507,1.02984,1.62136
128,3,3,32,128,128,1,1,641,7.225,6.85274,7.24638,9.47642,7.78846,7.59848,8.23361,15.6212,19.5288,8.20492,5.3617,6.74333,8.27459,4.3587,5.575
256,3,3,32,128,128,1,1,1284.5,9.84314,9.73077,9.73558,11.1333,10.5365,10.04,10.0098,25.4875,40.1731,10.115,7.26812,8.74569,14.7206,9.53774,12.8974
512,3,3,32,128,128,1,1,2572.5,14.6071,15.9453,14.8309,16.1613,14.5714,16.4274,14.6,16.3145,85.2083,14.3125,10.8298,12.9167,30.5588,22.4565,26.8553
32,3,3,64,128,128,1,1,335.875,8.90351,9.25,9.53302,9.4717,16.4758,15.0735,16.0469,17.1417,4.14463,19.1019,10.4375,15.6953,5.045,0.984252,1.14851
64,3,3,64,128,128,1,1,669.75,10.075,10.4479,10.07,11.392,17.6379,15.5833,17.6466,22.6196,9.48585,20.0481,10.6489,16.0078,7.38603,1.89583,2.49129
128,3,3,64,128,128,1,1,1342.5,13.3355,12.0893,12.8,15.9531,19.25,17.2414,20.13,31.9531,20.44,21.6771,12.3659,18.1607,9.53302,3.88178,5.15561
256,3,3,64,128,128,1,1,2679.5,16.8917,15.7422,16.5323,19.6442,22.4457,21.9674,22.2609,55.025,43.0833,24.3333,15.3712,21.4479,13.75,6.39873,8.89912
512,3,3,64,128,128,1,1,5353.25,23.2727,28.2222,23.9762,28.1944,29.1806,31.7969,27.5789,33.85,88.2083,31.0294,22.2174,28.6528,26.5,14.6071,20.45
32,3,3,128,128,128,1,1,684.25,23.2841,22.6957,23.881,22.9318,33.375,30.0294,33.3333,33.5625,5.05556,39.0577,21.0417,31.6094,10.4896,1.69003,1.93629
64,3,3,128,128,128,1,1,1359,24.4762,24.3571,24.1429,26.6184,35.0333,32.0313,33.7667,49.5,11,41.6923,21.8478,33.2188,12.6375,3.44178,4.4292
128,3,3,128,128,128,1,1,2724,28.75,28.625,28.9306,34.1167,38.5962,37.2679,39.0962,68.9063,22.5761,44.3125,24.7024,36.375,18.787,6.95833,8.67241
256,3,3,128,128,128,1,1,5443.25,35.3833,34.2167,33.75,40.6346,44.2708,45.5833,45.25,102.65,45.7727,50.475,30.7059,42.2917,25.5875,12.7625,14.9779
512,3,3,128,128,128,1,1,10891.3,46.1591,56.0278,49,55.7222,54.325,65.4688,55.475,64.7813,92.7917,61.9167,42.5208,54.175,45.25,26.0875,32.6875
32,3,3,256,128,128,1,1,1378.25,41.2885,39.5962,41.9792,40.4615,66.625,62.7188,68.875,69.2813,7.67803,82.5714,42.875,66.4375,22.8977,3.82061,4.1209
64,3,3,256,128,128,1,1,2751.75,45.2708,41.2115,43.0208,46.1818,69.625,63.9375,74.7143,91.2083,14.4,85.75,47.2727,72.0357,28.7917,7.10915,7.60606
128,3,3,256,128,128,1,1,5500,49.1136,48.0227,47.9318,58.1667,78.0714,71.6071,76.9643,131.688,29.7794,89.125,52.725,77.0714,41.7708,15.2652,15.3333
256,3,3,256,128,128,1,1,11006.5,59.9722,63.375,60.1667,68.7813,87.75,89.9167,85.2083,202.667,54.875,95.9583,62.5,87.125,53.8,25.3125,29.1111
512,3,3,256,128,128,1,1,22068.8,81.75,97.0833,82.0714,96.25,107.7,138.063,110.5,147.188,108.2,123.2,84.1667,107.9,84.6667,53.275,60.6667
32,3,3,512,128,128,1,1,2755.75,75.3929,75.8571,74.5714,75.8214,138.375,126.188,138.438,143.25,11.1944,162,91.3333,137.375,59.7222,8.3375,8.52542
64,3,3,512,128,128,1,1,5518.5,82,81.7857,80.2857,85.4167,150.5,133.125,142.25,173.25,24.1786,164.938,92.9583,137.625,65.8125,16.4032,17.3276
128,3,3,512,128,128,1,1,11029,88.5833,89.25,89.8333,110.8,146.5,158.625,158,257.5,45.2708,172.917,105.45,151.75,83.75,31.625,32.125
256,3,3,512,128,128,1,1,22154.3,106.25,113.4,103.65,134.375,164.375,178.083,167.063,405.25,89.375,193.75,119.35,167,107.05,55.9444,58.0278
512,3,3,512,128,128,1,1,44206.3,155.688,195.333,152.563,192.75,209.917,265.125,208.167,253.875,178.917,235.333,163.688,208.75,170.083,109.7,115.65
32,3,3,3,256,256,1,1,74.8214,1.75439,1.86617,1.75965,1.92885,1.61174,1.82273,1.57729,2.4802,16.775,1.93533,1.36612,1.74825,2.7027,0.722543,1.8537
64,3,3,3,256,256,1,1,148.875,1.97244,2.29472,2.09728,2.83333,1.76855,2.28653,1.82664,3.60432,36.8214,2.01205,1.6348,1.99203,4.64583,1.2525,3.55319
128,3,3,3,256,256,1,1,298.375,3.92773,4.022,4.16529,4.70561,2.89306,3.91602,2.67553,6.4019,79.3929,2.89884,2.51508,2.90607,20.4,15.5303,19.4231
256,3,3,3,256,256,1,1,600.5,9.31944,7.95238,9.09091,7.93359,6.30312,8.14516,6.4019,9.67308,162,6.41667,6.26543,6.77703,67.6875,60.8056,66.1875
512,3,3,3,256,256,1,1,1198.25,17.7672,17.7069,15.6061,17.3276,13.9583,17.4655,13.9931,17.9554,312.125,13.75,14.1667,13.9167,155.438,136.5,155.813
32,3,3,32,256,256,1,1,642.5,32.2656,33.5,32.1094,32.25,31.4844,28.625,31.3438,30.1471,18.1875,37.3036,20.47,32.8281,13.0321,1.99008,3.07362
64,3,3,32,256,256,1,1,1282.75,34.4333,33.8167,34.5667,36.9464,32.5156,30.8529,32.4531,43.8125,38.1786,41.3846,22.2826,33.6333,16.4194,3.74627,6.06928
128,3,3,32,256,256,1,1,2572,39.75,39.7115,39.6923,45.1875,34.2333,34.4833,34.7167,66.1875,80.4643,44.4167,27.2763,37.9107,40.5,20.9063,25.725
256,3,3,32,256,256,1,1,5125,47.2727,52.525,48.4091,55.9722,45.0625,51.5,42.4583,101.792,157.563,52.5,34.0667,45.4792,87.2917,66.5938,76.2857
512,3,3,32,256,256,1,1,10288.3,61.7778,75.75,64.375,73.3214,53.8,76.0714,55.9722,76.1071,316.25,63.8125,46.4545,60.8333,176.417,145.375,167.083
32,3,3,64,256,256,1,1,1337,50.3,46.4773,50.05,49.3409,65.8438,61.9722,65.0625,79.3929,19.3077,87.6667,45.1875,68.2813,25.7,3.72963,5.06061
64,3,3,64,256,256,1,1,2670.5,55.35,50.8,52.575,53.825,70.5313,66.25,67.9688,105.7,41.7292,83.5833,48.8636,69.375,35.35,6.96528,9.15909
128,3,3,64,256,256,1,1,5350.25,59.8056,55.225,57.5278,68.8125,75.5714,72.6786,75.3214,159.188,80.75,92.7917,52.45,73.5357,51.725,19.8846,25.725
256,3,3,64,256,256,1,1,10719.3,68.4688,77.5,69.4688,83.2143,82.5357,87.9583,83.7083,264.25,163,102.9,64.7813,88,88.0833,49.0909,61.0556
512,3,3,64,256,256,1,1,21416.5,93.125,113.25,96.75,111.2,106.95,151.375,104.95,151.25,330,123.4,90.5,109,159.938,117.6,141.438
32,3,3,128,256,256,1,1,2720,107.2,99.6667,107.65,102.5,126.688,124.3,130.75,168.5,22.0761,165.375,91.2917,136.75,62.7188,8.63362,9.45833
64,3,3,128,256,256,1,1,5433.75,115.65,106.25,109.1,116.6,135.875,129.563,132,235.417,46.3636,175.417,97,136.063,68.9375,16.371,19.0093
128,3,3,128,256,256,1,1,10908.5,120.4,122.25,121.25,141.938,146.313,140.25,146.688,347.25,86.9167,182.417,105.95,152.625,92.7083,35.2,42.7083
256,3,3,128,256,256,1,1,21772.3,146.625,148.75,144.875,169.167,160.438,173,168.333,656.75,185.75,202.667,124.8,170.917,125.25,65.0625,80.5
512,3,3,128,256,256,1,1,43563,185.75,217.917,190.333,222.25,207.583,287.5,202.083,291.125,340.5,244.333,166.917,222.167,207.417,133.625,158.875
32,3,3,256,256,256,1,1,5500.5,177,165.375,179.5,169.167,251.875,235.5,250.333,351,27.4211,314.375,178.833,255.125,126.625,24.9881,26.2875
64,3,3,256,256,256,1,1,10998.5,189.583,183.583,192.167,206.75,271.875,251.125,262.875,514.25,53.425,327.75,186.333,263.875,137.25,34.8833,41.3846
128,3,3,256,256,256,1,1,22006.8,205.417,199.833,205.417,243.583,277.375,274,278.5,818.25,96.2917,347.625,200.5,288.125,167.583,64.5,68.375
256,3,3,256,256,256,1,1,44014.5,256.625,260.875,246,288.25,313.75,324.25,310.5,1492,191.417,388.375,242.083,328.125,201.833,109,120.8
512,3,3,256,256,256,1,1,88211,344.75,407.5,337.875,413.25,404.75,576,395.625,571.25,370.875,460.625,333.5,421.875,313.75,195.167,223.5
32,3,3,512,256,256,1,1,11039,330.75,340.625,335.25,317,476.75,449.75,468.375,659,48.2955,616.5,334.125,514.5,284.375,89,92.9167
64,3,3,512,256,256,1,1,22079,354,356.375,357.5,374.75,498.375,475,485.75,951.25,97.125,639,353.75,526.25,312.125,118.95,119.75
128,3,3,512,256,256,1,1,44171.3,381.5,406.5,380,506.5,514,539,525.5,1507.5,173.917,678.75,387.5,565,369.375,184.167,187.333
256,3,3,512,256,256,1,1,88480.8,461.75,531,453.875,549.5,605.5,635.25,595.25,2549.75,333.5,757.75,461.625,643,487.875,271.125,285.75
512,3,3,512,256,256,1,1,176948,637,871,638,870.5,763,1117.5,784.75,1121.5,632.5,909.75,657.75,823.5,699.25,480,503.5
32,3,3,3,4,4,2,2,0.0182996,0.00109025,0.00118637,0.00126895,0.00117498,n/a,n/a,n/a,n/a,0.0479846,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,4,4,2,2,0.036398,0.00149925,0.0015476,0.00185483,0.00154539,n/a,n/a,n/a,n/a,0.160514,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,4,4,2,2,0.0728438,0.00233646,0.00238019,0.00309999,0.00235862,n/a,n/a,n/a,n/a,0.281532,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,4,4,2,2,0.14637,0.00433926,0.00444058,0.00560161,0.00418533,n/a,n/a,n/a,n/a,0.502008,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,4,4,2,2,0.292912,0.0125524,0.009937,0.0124245,0.0120726,n/a,n/a,n/a,n/a,0.977539,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,4,4,2,2,0.157629,0.0173949,0.020193,0.0172735,0.0183076,n/a,n/a,n/a,n/a,0.0808407,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,4,4,2,2,0.313676,0.0173515,0.0203807,0.0228227,0.0228206,n/a,n/a,n/a,n/a,0.156642,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,4,4,2,2,0.625313,0.0215545,0.0230012,0.0246524,0.0268327,n/a,n/a,n/a,n/a,0.290674,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,4,4,2,2,1.27806,0.0301568,0.0317279,0.0336519,0.0309253,n/a,n/a,n/a,n/a,0.505561,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,4,4,2,2,2.51,0.0387948,0.0414319,0.0403356,0.0315398,n/a,n/a,n/a,n/a,0.99503,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,4,4,2,2,0.327603,0.0217505,0.0354585,0.027875,0.0332823,n/a,n/a,n/a,n/a,0.0782963,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,4,4,2,2,0.651367,0.0212305,0.0330753,0.0343808,0.0322622,n/a,n/a,n/a,n/a,0.152532,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,4,4,2,2,1.31842,0.0348651,0.0418866,0.0344329,0.0379046,n/a,n/a,n/a,n/a,0.27248,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,4,4,2,2,2.62304,0.0414903,0.0420415,0.0427485,0.036414,n/a,n/a,n/a,n/a,0.505303,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,4,4,2,2,5.2526,0.0641108,0.0604011,0.0563126,0.0424917,n/a,n/a,n/a,n/a,0.951046,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,4,4,2,2,0.664675,0.0307636,0.0471832,0.0388984,0.0488138,n/a,n/a,n/a,n/a,0.0938615,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,4,4,2,2,1.3254,0.0337109,0.0489093,0.0452653,0.0487045,n/a,n/a,n/a,n/a,0.156152,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,4,4,2,2,2.65873,0.0519913,0.0544544,0.0546269,0.0529325,n/a,n/a,n/a,n/a,0.289687,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,4,4,2,2,5.32979,0.0635803,0.0802182,0.0672133,0.0579576,n/a,n/a,n/a,n/a,0.531582,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,4,4,2,2,10.6862,0.093633,0.113097,0.0841751,0.0719321,n/a,n/a,n/a,n/a,1.08514,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,4,4,2,2,1.34249,0.050638,0.0728455,0.058126,0.0675584,n/a,n/a,n/a,n/a,0.106202,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,4,4,2,2,2.68182,0.0491884,0.0701754,0.0584932,0.0634115,n/a,n/a,n/a,n/a,0.185529,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,4,4,2,2,5.37903,0.0770654,0.0792896,0.090465,0.0739973,n/a,n/a,n/a,n/a,0.329112,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,4,4,2,2,10.7553,0.109409,0.140845,0.123732,0.0894614,n/a,n/a,n/a,n/a,0.651367,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,4,4,2,2,21.6042,0.170882,0.237079,0.145096,0.11999,n/a,n/a,n/a,n/a,1.27551,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,4,4,2,2,2.70676,0.0884956,0.115367,0.100583,0.0984834,n/a,n/a,n/a,n/a,0.140292,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,4,4,2,2,5.40054,0.0996016,0.107181,0.0960615,0.112714,n/a,n/a,n/a,n/a,0.245218,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,4,4,2,2,10.766,0.139198,0.141004,0.150739,0.122735,n/a,n/a,n/a,n/a,0.454133,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,4,4,2,2,21.5313,0.174277,0.269822,0.193422,0.16072,n/a,n/a,n/a,n/a,0.839765,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,4,4,2,2,43.3333,0.328515,0.454959,0.268673,0.199442,n/a,n/a,n/a,n/a,1.71404,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,8,8,2,2,0.0731957,0.00317184,0.00362629,0.00334851,0.00360145,n/a,n/a,n/a,n/a,0.188608,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,8,8,2,2,0.146327,0.00482407,0.00581287,0.00593204,0.00586558,n/a,n/a,n/a,n/a,0.330688,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,8,8,2,2,0.291375,0.0155434,0.0157134,0.0186261,0.0148087,n/a,n/a,n/a,n/a,0.671477,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,8,8,2,2,0.58538,0.0148876,0.0167347,0.0161499,0.0140481,n/a,n/a,n/a,n/a,1.35501,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,8,8,2,2,1.16939,0.0235827,0.0192789,0.0245966,0.017012,n/a,n/a,n/a,n/a,2.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,8,8,2,2,0.627193,0.032002,0.0620347,0.0366946,0.0557476,n/a,n/a,n/a,n/a,0.189394,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,8,8,2,2,1.25754,0.0460024,0.0813405,0.0484355,0.0766989,n/a,n/a,n/a,n/a,0.336927,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,8,8,2,2,2.51,0.0553649,0.0713878,0.0597086,0.0623441,n/a,n/a,n/a,n/a,0.688446,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,8,8,2,2,5.0025,0.066569,0.0813935,0.0703532,0.0754262,n/a,n/a,n/a,n/a,1.34383,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,8,8,2,2,10.03,0.11894,0.12054,0.119847,0.110351,n/a,n/a,n/a,n/a,2.62827,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,8,8,2,2,1.3013,0.0523944,0.116713,0.0654965,0.108319,n/a,n/a,n/a,n/a,0.227998,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,8,8,2,2,2.60938,0.0530223,0.116932,0.0777847,0.110059,n/a,n/a,n/a,n/a,0.359971,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,8,8,2,2,5.23177,0.0947149,0.12639,0.0950932,0.119503,n/a,n/a,n/a,n/a,0.692521,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,8,8,2,2,10.4323,0.113585,0.144051,0.117897,0.140687,n/a,n/a,n/a,n/a,1.31299,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,8,8,2,2,20.8542,0.190767,0.178508,0.168067,0.151057,n/a,n/a,n/a,n/a,2.60417,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,8,8,2,2,2.6609,0.0879972,0.152672,0.0932836,0.145433,n/a,n/a,n/a,n/a,0.285388,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,8,8,2,2,5.30789,0.0946432,0.164582,0.107619,0.159949,n/a,n/a,n/a,n/a,0.381679,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,8,8,2,2,10.6094,0.124502,0.17507,0.137438,0.170126,n/a,n/a,n/a,n/a,0.719424,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,8,8,2,2,21.3438,0.186637,0.225225,0.187899,0.208943,n/a,n/a,n/a,n/a,1.39415,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,8,8,2,2,42.4792,0.372024,0.30248,0.260281,0.259067,n/a,n/a,n/a,n/a,2.75962,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,8,8,2,2,5.3871,0.153186,0.231374,0.160565,0.248016,n/a,n/a,n/a,n/a,0.379075,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,8,8,2,2,10.7447,0.159286,0.201045,0.153092,0.205086,n/a,n/a,n/a,n/a,0.464916,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,8,8,2,2,21.4063,0.219394,0.262329,0.297265,0.264131,n/a,n/a,n/a,n/a,0.829056,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,8,8,2,2,43.0417,0.309598,0.340599,0.332392,0.316256,n/a,n/a,n/a,n/a,1.69831,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,8,8,2,2,86.0417,0.677846,0.588824,0.477099,0.465116,n/a,n/a,n/a,n/a,3.33833,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,8,8,2,2,10.7606,0.36613,0.352361,0.267666,0.361011,n/a,n/a,n/a,n/a,0.566535,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,8,8,2,2,21.625,0.334887,0.381679,0.347901,0.424088,n/a,n/a,n/a,n/a,0.628769,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,8,8,2,2,43.0833,0.415282,0.426633,0.463398,0.44964,n/a,n/a,n/a,n/a,1.25,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,8,8,2,2,86.6667,0.716332,0.711593,0.642674,0.550661,n/a,n/a,n/a,n/a,2.26351,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,8,8,2,2,173.333,1.21186,1.27354,0.91789,0.797448,n/a,n/a,n/a,n/a,4.55682,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,16,16,2,2,0.291691,0.0174551,0.0192396,0.0177217,0.0186581,n/a,n/a,n/a,n/a,0.423729,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,16,16,2,2,0.584112,0.0183143,0.0223194,0.0193844,0.0229064,n/a,n/a,n/a,n/a,0.831395,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,16,16,2,2,1.16337,0.0318796,0.0273808,0.034756,0.0273628,n/a,n/a,n/a,n/a,1.65646,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,16,16,2,2,2.33605,0.0377444,0.0365283,0.0388108,0.0376081,n/a,n/a,n/a,n/a,3.12969,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,16,16,2,2,4.67757,0.0529661,0.0467508,0.0583771,0.0554262,n/a,n/a,n/a,n/a,5.99702,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,16,16,2,2,2.51633,0.0987947,0.105865,0.108108,0.107805,n/a,n/a,n/a,n/a,0.431622,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,16,16,2,2,5,0.108131,0.130685,0.113533,0.161447,n/a,n/a,n/a,n/a,0.805153,n/a,n/a,n/a,n/a,n/a,n/a
